# ZhangYu 07-Mar-2014 

router

# node	comment	yPos	xPos	systemID
node0	NA	98	16	0	
node1	NA	50	125	1	
node2	NA	147	116	2	
node3	NA	67	27	3	
node4	NA	7	132	4	
node5	NA	12	126	5	
node6	NA	25	195	6	
node7	NA	52	133	7	
node8	NA	6	20	8	
node9	NA	10	84	9	
node10	NA	167	168	10	
node11	NA	75	0	11	
node12	NA	62	86	12	
node13	NA	30	108	13	
node14	NA	66	163	14	
node15	NA	79	136	15	
node16	NA	114	52	16	
node17	NA	95	139	17	
node18	NA	170	42	18	
node19	NA	12	132	19	
node20	NA	15	2	20	
node21	NA	43	62	21	
node22	NA	166	58	22	
node23	NA	120	176	23	
node24	NA	26	27	24	
node25	NA	117	26	25	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
node3	node2	10.0	119.6703806294607	0.39917742236684517	
node3	node1	10.0	99.46356116689167	0.3317747278582027	
node3	node0	10.0	32.89376840679705	0.10972180096270819	
node4	node3	10.0	120.93386622447825	0.40339195665982447	
node4	node1	10.0	43.56604182158393	0.14532067321581493	
node4	node0	10.0	147.4347313220328	0.4917893275421652	
node5	node4	10.0	7.810249675906654	0.02605218866415463	
node5	node3	10.0	113.25193155085701	0.37776778077204665	
node5	node1	10.0	38.01315561749642	0.12679823859176745	
node6	node0	10.0	193.31321734428818	0.6448234843329119	
node6	node4	10.0	65.52098900352466	0.21855449413448774	
node6	node1	10.0	74.33034373659252	0.24793933854264116	
node7	node2	10.0	96.5090669315583	0.3219195958944314	
node7	node0	10.0	125.7179382586272	0.41934990325416127	
node7	node1	10.0	8.246211251235321	0.027506399948311312	
node8	node0	10.0	92.0869154657707	0.3071688863692852	
node8	node3	10.0	61.40032573203501	0.2048094409767807	
node8	node4	10.0	112.0044641967453	0.37360667757941163	
node9	node8	10.0	64.1248781675256	0.2138975696564241	
node9	node4	10.0	48.093658625644196	0.16042317724231805	
node9	node5	10.0	42.04759208325728	0.14025567008512696	
node10	node7	10.0	120.20815280171308	0.4009712372474463	
node10	node8	10.0	218.68927728629038	0.7294689090753923	
node10	node0	10.0	166.9281282468596	0.556812300617848	
node11	node0	10.0	28.0178514522438	0.09345749269063934	
node11	node8	10.0	71.84010022264724	0.23963278029711887	
node11	node5	10.0	140.87228258248675	0.4698993547812559	
node12	node10	10.0	133.22537295875736	0.4443920098842425	
node12	node9	10.0	52.03844732503075	0.17358157597490578	
node12	node0	10.0	78.71467461661771	0.26256389217309034	
node13	node7	10.0	33.301651610693426	0.11108235288125035	
node13	node5	10.0	25.45584412271571	0.08491155612298863	
node13	node11	10.0	117.0	0.3902699913818379	
node14	node1	10.0	41.23105625617661	0.13753199974155655	
node14	node2	10.0	93.64827814754524	0.31237703167150804	
node14	node3	10.0	136.0036764208968	0.45365943268958686	
node15	node12	10.0	52.81098370604357	0.17615847996430775	
node15	node14	10.0	29.966648127543394	0.0999579786878541	
node15	node10	10.0	93.637599285757	0.31234141082280664	
node17	node14	10.0	37.64306044943742	0.12556373399305934	
node17	node9	10.0	101.24228365658294	0.33770790743702744	
node17	node2	10.0	56.859475903318	0.189662796331314	
node16	node1	10.0	97.082439194738	0.32383215989622394	
node16	node15	10.0	91.0	0.30354332663031836	
node16	node12	10.0	62.12889826803627	0.20723969736435555	
node19	node17	10.0	83.2946576918352	0.27784107127816804	
node19	node5	10.0	6.0	0.020013845711889123	
node19	node15	10.0	67.11929677819934	0.22388587500156307	
node18	node0	10.0	76.55063683601855	0.25534543913048857	
node18	node13	10.0	154.77725931156684	0.5162813645951254	
node18	node2	10.0	77.4919350642375	0.2584852720485633	
node21	node12	10.0	30.610455730027933	0.10210548969189856	
node21	node3	10.0	42.43819034784589	0.14155856565226163	
node21	node5	10.0	71.11258679024411	0.23720605669887834	
node20	node8	10.0	20.12461179749811	0.06712847925446512	
node20	node21	10.0	66.2117814289874	0.22085872963817987	
node20	node14	10.0	168.88457596832222	0.5633383077579698	
node23	node17	10.0	44.654227123532216	0.14895046867233802	
node23	node6	10.0	96.88137075826292	0.32316146778536675	
node23	node2	10.0	65.79513659838392	0.21946895207878753	
node22	node2	10.0	61.032778078668514	0.20358343397240672	
node22	node0	10.0	79.92496481075234	0.2666009857084275	
node22	node23	10.0	126.64912159190051	0.4224559965144304	
node25	node6	10.0	192.41881404893857	0.6418400760733566	
node25	node16	10.0	26.1725046566048	0.08730207834849801	
node25	node0	10.0	21.470910553583888	0.07161924851886663	
node24	node8	10.0	21.18962010041709	0.07068096456388204	
node24	node21	10.0	38.91015291668744	0.12979029951676582	
node24	node1	10.0	100.89598604503551	0.33655278294237645	
node0	node1	10.0	119.10079764636339	0.39727749804287404	
node0	node16	10.0	39.395431207184416	0.13140901365565513	
node0	node21	10.0	71.7007670809734	0.23916801496378337	
node1	node10	10.0	124.65151423067431	0.4157926955943445	
node1	node15	10.0	31.016124838541646	0.10345865618321073	
node1	node21	10.0	63.387695966961914	0.21143859451915203	
node2	node0	10.0	111.35977729862789	0.37145623356084523	
node2	node15	10.0	70.8801805866774	0.2364308330487667	
node2	node21	10.0	117.18361660232202	0.3908824704400069	
