# ZhangYu 03-Nov-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	53	67	0	
Node1	NA	64	85	1	
Node2	NA	38	76	2	
Node3	NA	20	97	3	
Node4	NA	60	10	4	
Node5	NA	44	4	5	
Node6	NA	44	75	6	
Node7	NA	40	31	7	
Node8	NA	41	49	8	
Node9	NA	10	22	9	
Node10	NA	76	84	10	
Node11	NA	51	58	11	
Node12	NA	21	97	12	
Node13	NA	36	8	13	
Node14	NA	16	20	14	
Node15	NA	19	85	15	
Node16	NA	66	11	16	
Node17	NA	56	34	17	
Node18	NA	51	44	18	
Node19	NA	8	81	19	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node3	Node2	10.0kbps	30	20ms	
Node3	Node1	10.0kbps	30	20ms	
Node3	Node0	10.0kbps	30	20ms	
Node4	Node2	10.0kbps	30	20ms	
Node4	Node0	10.0kbps	30	20ms	
Node4	Node1	10.0kbps	30	20ms	
Node5	Node4	10.0kbps	30	20ms	
Node5	Node0	10.0kbps	30	20ms	
Node5	Node3	10.0kbps	30	20ms	
Node6	Node2	10.0kbps	30	20ms	
Node6	Node0	10.0kbps	30	20ms	
Node6	Node1	10.0kbps	30	20ms	
Node7	Node1	10.0kbps	30	20ms	
Node7	Node4	10.0kbps	30	20ms	
Node7	Node0	10.0kbps	30	20ms	
Node8	Node0	10.0kbps	30	20ms	
Node8	Node7	10.0kbps	30	20ms	
Node8	Node3	10.0kbps	30	20ms	
Node9	Node5	10.0kbps	30	20ms	
Node9	Node8	10.0kbps	30	20ms	
Node9	Node4	10.0kbps	30	20ms	
Node10	Node2	10.0kbps	30	20ms	
Node10	Node1	10.0kbps	30	20ms	
Node10	Node6	10.0kbps	30	20ms	
Node11	Node7	10.0kbps	30	20ms	
Node11	Node0	10.0kbps	30	20ms	
Node11	Node1	10.0kbps	30	20ms	
Node12	Node10	10.0kbps	30	20ms	
Node12	Node11	10.0kbps	30	20ms	
Node12	Node2	10.0kbps	30	20ms	
Node13	Node4	10.0kbps	30	20ms	
Node13	Node11	10.0kbps	30	20ms	
Node13	Node5	10.0kbps	30	20ms	
Node14	Node12	10.0kbps	30	20ms	
Node14	Node9	10.0kbps	30	20ms	
Node14	Node8	10.0kbps	30	20ms	
Node15	Node3	10.0kbps	30	20ms	
Node15	Node6	10.0kbps	30	20ms	
Node15	Node7	10.0kbps	30	20ms	
Node17	Node6	10.0kbps	30	20ms	
Node17	Node4	10.0kbps	30	20ms	
Node17	Node5	10.0kbps	30	20ms	
Node16	Node7	10.0kbps	30	20ms	
Node16	Node4	10.0kbps	30	20ms	
Node16	Node5	10.0kbps	30	20ms	
Node19	Node6	10.0kbps	30	20ms	
Node19	Node8	10.0kbps	30	20ms	
Node19	Node2	10.0kbps	30	20ms	
Node18	Node8	10.0kbps	30	20ms	
Node18	Node2	10.0kbps	30	20ms	
Node18	Node17	10.0kbps	30	20ms	
Node0	Node1	10.0kbps	30	20ms	
Node0	Node13	10.0kbps	30	20ms	
Node0	Node9	10.0kbps	30	20ms	
Node1	Node2	10.0kbps	30	20ms	
Node1	Node12	10.0kbps	30	20ms	
Node1	Node5	10.0kbps	30	20ms	
Node2	Node15	10.0kbps	30	20ms	
Node2	Node14	10.0kbps	30	20ms	
Node2	Node11	10.0kbps	30	20ms	
